web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,marque,prix,adresse,image_lien-src
"1716721776-96","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Moto lifan 125","https://www.dakarvente.com/annonce-4323-moto-lifan-125.html","Moto lifan 125","280.000  FCFA","Parcelles assainies","media/annonces/pics/927cf92db13c2261904b8d289952ec68.jpeg"
"1716721785-97","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Sh 150i à vendre","https://www.dakarvente.com/annonce-4332-sh-150i-vendre.html","Sh 150i à vendre","500.000  FCFA","Hann Maristes","media/annonces/pics/e124ed5a9d7895fdbbbfb802c39c1220.jpg"
"1716721789-98","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Cherche ktm 690 smc-r","https://www.dakarvente.com/annonce-4462-cherche-ktm-690-smc-r.html","Cherche ktm 690 smc-r","1.500.000  FCFA","Dakar","img/nophoto.png"
"1716721793-99","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","KTM 250 SX-F EU de 2011","https://www.dakarvente.com/annonce-4582-ktm-250-sx-f-eu-de-2011.html","KTM 250 SX-F EU de 2011","1.800.000  FCFA","Ouakam","media/annonces/pics/52c1b2717db85224fdb54e012a0b3403.png"
"1716721801-100","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","MBK 80","https://www.dakarvente.com/annonce-4633-mbk-80.html","MBK 80","","Liberté 2","media/annonces/pics/53c7ff4c45e018bb6d068d65b0f7f9b9.jpeg"
"1716721807-101","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Honda arobase","https://www.dakarvente.com/annonce-4634-honda-arobase.html","Honda arobase","","Liberté 2","media/annonces/pics/52bd89fd06cfe1608dae326ad339e601.jpeg"
"1716721815-102","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Moto Fly","https://www.dakarvente.com/annonce-4640-moto-fly.html","Moto Fly","400.000  FCFA","Liberté 2","media/annonces/pics/49ebfb77ea5dd187f2fda09296dd221b.jpeg"
"1716721819-103","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Moto Zip","https://www.dakarvente.com/annonce-4694-moto-zip.html","Moto Zip","","Liberté 2","media/annonces/pics/6f45fd65ef7493270c6af117cf5f2f0e.jpeg"
"1716721824-104","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Moto liberty","https://www.dakarvente.com/annonce-4704-moto-liberty.html","Moto liberty","220.000  FCFA","Liberté 2","media/annonces/pics/f4797087187367d178d286846feb8bd1.jpeg"
"1716721828-105","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Honda","https://www.dakarvente.com/annonce-4816-honda.html","Honda","550.000  FCFA","Sicap liberté","media/annonces/pics/bf701c90cb13896f2b3a66fb5398ed60.jpg"
"1716721836-106","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Ktm 85 sx 2009","https://www.dakarvente.com/annonce-4906-ktm-85-sx-2009.html","Ktm 85 sx 2009","450.000  FCFA","Almadies","media/annonces/pics/982a69583809ff21c2ef7149c2aab7c6.png"
"1716721840-107","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Moto majesty 250 à vendre","https://www.dakarvente.com/annonce-4931-moto-majesty-250-vendre.html","Moto majesty 250 à vendre","475.000  FCFA","Tivaouane","media/annonces/pics/4c6a8c013d09048bf8184f880eec6525.jpeg"
"1716721845-108","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Typhoon 50","https://www.dakarvente.com/annonce-5116-typhoon-50.html","Typhoon 50","160.000  FCFA","Dieuppeul","media/annonces/pics/d34a45fa9f1bf4d503332206bed35a70.jpeg"
"1716721853-109","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Liberty 200","https://www.dakarvente.com/annonce-5285-liberty-200.html","Liberty 200","500.000  FCFA","Hann Bel-Air","media/annonces/pics/10dd046c87df7a7fae61f356aaaa6b88.jpeg"
"1716721860-110","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Liberty nouveau modèle venant","https://www.dakarvente.com/annonce-5358-liberty-nouveau-modle-venant-avec-son-cmc-num-772910297-whatsapp-763473653.html","Liberty nouveau modèle venant","425.000  FCFA","Hann Bel-Air","media/annonces/pics/dfd0169206b87da4621f5d17880b9b87.jpeg"
"1716721865-111","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Moto KTM 690 SM 2016","https://www.dakarvente.com/annonce-5536-vend-moto-ktm-690-sm-de-2016.html","Moto KTM 690 SM 2016","3.000.000  FCFA","Almadies","media/annonces/pics/ae63db9db7856fb541b9d77c3ad64aca.jpg"
"1716721871-112","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Sport city 200cc","https://www.dakarvente.com/annonce-5587-sport-city-200cc.html","Sport city 200cc","550.000  FCFA","Dakar","media/annonces/pics/b110408bdb5126bcdd68599e426b32bc.jpeg"
"1716721877-113","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Xc300","https://www.dakarvente.com/annonce-5592-xc300.html","Xc300","300.000  FCFA","Dakar","media/annonces/pics/3188e72e0ed7f6b0c0bbd2f50b718a0f.jpeg"
"1716721882-114","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","x pro sy,","https://www.dakarvente.com/annonce-5808-x-pro-sy.html","x pro sy,","160.000  FCFA","Ouest Foire","img/nophoto.png"
"1716721885-115","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","x pro sym 50","https://www.dakarvente.com/annonce-5809-x-pro-sym-50.html","x pro sym 50","160.000  FCFA","Ouest Foire","img/nophoto.png"
"1716721895-116","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Scooters venants","https://www.dakarvente.com/annonce-5817-scooters-venants-avec-leur-cmc-772910297-whatsapp-763473653.html","Scooters venants","500.000  FCFA","Hann Bel-Air","media/annonces/pics/e1af52656ad2e246eb23339040844095.jpeg"
"1716721900-117","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Scooter yamaha 125cc","https://www.dakarvente.com/annonce-5850-scooter-yamaha-125cc.html","Scooter yamaha 125cc","350.000  FCFA","Grand Dakar","media/annonces/pics/b00d6697fc633c72589ff148eaa2ba0e.jpg"
"1716721908-118","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Motos xc 300","https://www.dakarvente.com/annonce-5924-motos-xc-300.html","Motos xc 300","450.000  FCFA","Guédiawaye","media/annonces/pics/d4e1b493f9e45346284d127d4c57452a.jpg"
"1716721913-119","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","Moto KTM 690 sm","https://www.dakarvente.com/annonce-6069-moto-ktm-690-sm.html","Moto KTM 690 sm","2.800.000  FCFA","Almadies","media/annonces/pics/3b9168ba93dbffd21d3367ee263b691e.jpeg"
"1716721917-120","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","PIGGIO FLY 100 AV","https://www.dakarvente.com/annonce-6077-piggio-fly-100-av.html","PIGGIO FLY 100 AV","300  FCFA","Dakar","media/annonces/pics/67e74ffe8fed7e33358853edd1baaa5f.jpg"
"1716721925-121","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","scooter mbk","https://www.dakarvente.com/annonce-6192-scooter-mbk.html","scooter mbk","250.000  FCFA","Parcelles assainies","media/annonces/pics/728f6dab9a60962a97f100fde60f4079.jpg"
"1716721930-122","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","scooter mbk","https://www.dakarvente.com/annonce-6194-scooter-mbk.html","scooter mbk","250.000  FCFA","Parcelles assainies","media/annonces/pics/28342d5395ff885868c9d22d4689ac56.jpg"
"1716721936-123","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","moto triump","https://www.dakarvente.com/annonce-6256-moto-triump.html","moto triump","750.000  FCFA","Rufisque","media/annonces/pics/aaee6af94e67402f101c2c703522b883.png"
"1716721941-124","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","nnnn","https://www.dakarvente.com/annonce-6292-nnnn.html","nnnn","80.000  FCFA","Diamniadio","img/nophoto.png"
"1716721946-125","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","tmax 2012 avec moteur 560 Dx 2018","https://www.dakarvente.com/annonce-6318-tmax-2012-avec-moteur-560-dx-2018.html","tmax 2012 avec moteur 560 Dx 2018","2.450.000  FCFA","Sacré Coeur","media/annonces/pics/38c81c928767940d4bb795d0468417b6.jpg"
"1716721951-126","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=9","KTM 690 Prestige Supermoto","https://www.dakarvente.com/annonce-6364-ktm-690-prestige-supermoto.html","KTM 690 Prestige Supermoto","1.450.000  FCFA","Saly","media/annonces/pics/a68aa41149556d9b6ba37217464b6b23.jpg"
"1716721963-127","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Liberty 125","https://www.dakarvente.com/annonce-6448-liberty-125.html","Liberty 125","330.000  FCFA","Dakar","media/annonces/pics/24b6852390bc88d6b3a8fe18df36f0cd.jpeg"
"1716721967-128","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Yamaha xmax venant","https://www.dakarvente.com/annonce-6449-yamaha-xmax-venant.html","Yamaha xmax venant","700.000  FCFA","Dakar","media/annonces/pics/d644d311bf7234640fe44cdfc86ad46e.jpeg"
"1716721976-129","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","BMW s1000r","https://www.dakarvente.com/annonce-6884-bmw-s1000r.html","BMW s1000r","3.000.000  FCFA","Yoff","media/annonces/pics/fba4fd967c420d4f30765afdb67236e7.jpeg"
"1716721984-130","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","moto jAKARTA","https://www.dakarvente.com/annonce-6928-moto-jakarta.html","moto jAKARTA","215.000  FCFA","Keur Massar","media/annonces/pics/e19fa6a6706c1fcdd8dedde2b0a4d094.png"
"1716721989-131","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Tmax dx","https://www.dakarvente.com/annonce-6941-tmax-dx.html","Tmax dx","3.000.000  FCFA","Dakar","media/annonces/pics/a2d0f1fe58775385fa730b2a3577128e.jpg"
"1716721993-132","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Emploi","https://www.dakarvente.com/annonce-7117-emploi.html","Emploi","60.000  FCFA","Colobane","img/nophoto.png"
"1716721998-133","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Scooter","https://www.dakarvente.com/annonce-7229-scooter.html","Scooter","435.000  FCFA","Guédiawaye","media/annonces/pics/68e395df2c599849355f192a2ac79338.jpg"
"1716722004-134","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","TRICYCLE moto taxi 200cc en très bon état","https://www.dakarvente.com/annonce-7247-tricycle-moto-taxi-200cc-en-trs-bon-tat.html","TRICYCLE moto taxi 200cc en très bon état","1.000.000  FCFA","Rufisque","media/annonces/pics/67d8803c16fa011c3accc8d6df614c79.jpg"
"1716722008-135","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Vente de Yamaha très propre et très puissante","https://www.dakarvente.com/annonce-7326-vente-de-yamaha-trs-propre-et-trs-puissante.html","Vente de Yamaha très propre et très puissante","2.300.000  FCFA","Kolda","media/annonces/pics/5705aa1fe888be9d81c8dd53dd06fb33.jpg"
"1716722013-136","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Honda Forza","https://www.dakarvente.com/annonce-7348-vente-moto-avec-papiers-en-rgle.html","Honda Forza","400  FCFA","Dakar","media/annonces/pics/44e5ac2fbdf4609fdc0f8993b7ddede1.jpg"
"1716722017-137","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","sport city 200cc","https://www.dakarvente.com/annonce-7444-sport-city-200cc.html","sport city 200cc","420.000  FCFA","Point E","media/annonces/pics/15c373770ff330cd403daee16a3b7922.jpg"
"1716722024-138","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto tvs star sport avec CMC","https://www.dakarvente.com/annonce-7521-moto-tvs-star-sport-avec-cmc.html","Moto tvs star sport avec CMC","600.000  FCFA","Kolda","media/annonces/pics/07889901270d7446ca272a891fd1b317.jpg"
"1716722030-139","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","honda varadero 1000cc","https://www.dakarvente.com/annonce-7530-honda-varadero-1000cc.html","honda varadero 1000cc","1.500.000  FCFA","Dakar","media/annonces/pics/ba7efededd3524b1b5766045b57e07d9.jpg"
"1716722034-140","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","HONDA XADV","https://www.dakarvente.com/annonce-7649-honda-xadv.html","HONDA XADV","3.900.000  FCFA","Dakar","media/annonces/pics/6f4e6228e6ef65c909aa2c51d5ec3fbd.jpeg"
"1716722040-141","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Yamaha neo’s","https://www.dakarvente.com/annonce-7687-yamaha-neo-s-extrmement-puissant.html","Yamaha neo’s","280.000  FCFA","Dakar","media/annonces/pics/cad4ef26ef65f3d0bb6c57888d340534.jpg"
"1716722044-142","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","A vendre MOTOCROSS YAMAHA YZ450","https://www.dakarvente.com/annonce-7764-a-vendre-motocross-yamaha-yz450.html","A vendre MOTOCROSS YAMAHA YZ450","1.500.000  FCFA","Almadies","media/annonces/pics/dc8306b795ffada68ac352e6ec5876ab.jpg"
"1716722050-143","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Scooter Typhoon","https://www.dakarvente.com/annonce-7956-typhoon.html","Scooter Typhoon","100.000  FCFA","Dakar","media/annonces/pics/b4ba2d0d3600bc8ad76247626cb783a3.jpg"
"1716722054-144","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","X9 500","https://www.dakarvente.com/annonce-8236-x9-500.html","X9 500","600.000  FCFA","Rufisque","media/annonces/pics/7c0d2666218bee63fbcbff23c73fe7f5.jpg"
"1716722059-145","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Z1000","https://www.dakarvente.com/annonce-8367-z1000.html","Z1000","2.200.000  FCFA","Dakar","media/annonces/pics/bf85f2ba41e0309041204aa994aa47b8.jpg"
"1716722064-146","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Xcity 250 injection","https://www.dakarvente.com/annonce-8508-xcity-250-injection.html","Xcity 250 injection","800.000  FCFA","Sacré Coeur","media/annonces/pics/cec87116f8f1387f52ca5f26d3da0a99.jpeg"
"1716722069-147","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Liberty 150","https://www.dakarvente.com/annonce-8578-liberty-150.html","Liberty 150","425.000  FCFA","Dakar","media/annonces/pics/630877816cd08ed435602ebf443f91be.jpg"
"1716722074-148","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Typhoon nouveau modèle","https://www.dakarvente.com/annonce-8649-typhoon-nouveau-modle.html","Typhoon nouveau modèle","180.000  FCFA","Liberté 2","media/annonces/pics/1bdac600c438b0e86c47baf4cc4677b9.jpg"
"1716722079-149","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Beverly 500i","https://www.dakarvente.com/annonce-8688-beverly-500i.html","Beverly 500i","800.000  FCFA","Thiès","media/annonces/pics/6624c295d2787d64ceb8b0dc4dbccf8e.jpeg"
"1716722086-150","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Yamaha XMax 250i","https://www.dakarvente.com/annonce-8689-yamaha-xmax-250i.html","Yamaha XMax 250i","700.000  FCFA","Thiès","media/annonces/pics/43115af59d16c2a9ce9fba2d7098595e.jpg"
"1716722093-151","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Yamaha XMax 250i","https://www.dakarvente.com/annonce-8690-yamaha-xmax-250i.html","Yamaha XMax 250i","700.000  FCFA","Thiès","media/annonces/pics/1383c54eed02da44b469d70724fcdfbb.jpg"
"1716722106-152","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Vends Jakarta","https://www.dakarvente.com/annonce-9224-vends-jakarta.html","Vends Jakarta","200.000  FCFA","Yoff","media/annonces/pics/007195e69a85a20b2e576adba0b01669.jpg"
"1716722113-153","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Piaggio Zip SP 50cc","https://www.dakarvente.com/annonce-9231-piaggio-zip-sp-50cc.html","Piaggio Zip SP 50cc","250.000  FCFA","Dieuppeul","media/annonces/pics/d768c605e4910234df8ee45029ef4fda.jpg"
"1716722118-154","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Yamaha x city 250i","https://www.dakarvente.com/annonce-9581-yamaha-x-city-250i.html","Yamaha x city 250i","800.000  FCFA","Dakar","media/annonces/pics/8bb9e70abc1cce5ba4c66172b680a757.jpeg"
"1716722123-155","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto liberty sh 150","https://www.dakarvente.com/annonce-10212-vente.html","Moto liberty sh 150","","Rufisque","img/nophoto.png"
"1716722128-156","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","2018 BMW R 1200 GS ADVENTURE","https://www.dakarvente.com/annonce-10731-2018-bmw-r-1200-gs-adventure.html","2018 BMW R 1200 GS ADVENTURE","3.000.000  FCFA","Dakar","media/annonces/pics/0b8ac28338bdbf71fdda8d98ffcd8bd5.jpg"
"1716722134-157","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","KAWASAKI 2013 Z1000","https://www.dakarvente.com/annonce-10733-2013-kawasaki-z1000.html","KAWASAKI 2013 Z1000","","Dakar","media/annonces/pics/12e207fc764a40618ea312f95a2695ae.jpg"
"1716722139-158","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Suzuki gsxr 1000 2016","https://www.dakarvente.com/annonce-10734-2016-suzuki-gsxr-1000-whatsapp-17068433693.html","Suzuki gsxr gsxr 1000 2016","","Dakar","media/annonces/pics/07c7db14286df7377e99c5d8bf4ebfce.jpg"
"1716722145-159","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto super gorilla","https://www.dakarvente.com/annonce-10801-moto-super-gorilla.html","Moto super gorilla","80.000  FCFA","Tambacounda","img/nophoto.png"
"1716722153-160","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Malagutti f10","https://www.dakarvente.com/annonce-10813-malagutti-f10.html","Malagutti f10","115.000  FCFA","Thiès","media/annonces/pics/8840b9f93a039723d2f3e61a7e35bbf4.png"
"1716722158-161","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","gilera nexus 500","https://www.dakarvente.com/annonce-11285-gilera-nexus-500.html","gilera nexus 500","700.000  FCFA","Pikine","media/annonces/pics/9e766762522a192fcfa659245aad5470.jpg"
"1716722163-162","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto ducati hypermétropie 803cc","https://www.dakarvente.com/annonce-11649-vente-moto-ducati-hypermtropie-803cc.html","Moto ducati hypermétropie 803cc","1.300.000  FCFA","Dakar","media/annonces/pics/9168e331223589e664cd744271cb6d6f.jpg"
"1716722169-163","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Yamaha Majesty","https://www.dakarvente.com/annonce-11654-yamaha-majesty.html","Yamaha Majesty","550.000  FCFA","Dakar","media/annonces/pics/afef37d8d6449dec8e656995f195de20.jpg"
"1716722174-164","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Yamaha piwi 50 2008","https://www.dakarvente.com/annonce-11664-yamaha-piwi-50-2008.html","Yamaha piwi 50 2008","150.000  FCFA","Sacré Coeur","media/annonces/pics/16c48200f8eac2b85cdc8749b5d98aef.jpeg"
"1716722180-165","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Piaggio carnaby 125","https://www.dakarvente.com/annonce-11678-piaggio-carnaby-125.html","Piaggio carnaby 125","365.000  FCFA","Guédiawaye","media/annonces/pics/ad83e0176e80dd20538c2a9368073d50.jpeg"
"1716722186-166","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=8","Moto Xmax250","https://www.dakarvente.com/annonce-11940-vendre-mon-moto-xmax250.html","Moto Xmax250","300.000  FCFA","Cité Batrain","media/annonces/pics/2495feed137dc4a675b2c1cc4cdf8716.jpg"
"1716722205-167","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Honda XADV","https://www.dakarvente.com/annonce-12238-honda-xadv.html","Honda XADV","3.850.000  FCFA","Dakar","media/annonces/pics/27db1a227e2ca7bb29d324de22c9b415.jpg"
"1716722210-168","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Moto Jakarta KTM","https://www.dakarvente.com/annonce-12562-moto-vendre-jakarta-ktm-avec-s-est-papier.html","Moto Jakarta KTM","160.000  FCFA","Keur Massar","img/nophoto.png"
"1716722215-169","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Moto flu Derby 125","https://www.dakarvente.com/annonce-13013-moto-flu-derby-125.html","Moto flu Derby 125","325.000  FCFA","Dakar","media/annonces/pics/9c4315f88d48aa4ec44d327dd9bd8c4e.jpeg"
"1716722220-170","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Honda Nigthawk","https://www.dakarvente.com/annonce-13598-moto.html","Honda Nigthawk","650.000  FCFA","Dakar","media/annonces/pics/9b31411a6542a94162edcf5a4202419c.jpg"
"1716722225-171","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Moto Kymco","https://www.dakarvente.com/annonce-14386-moto-kymco.html","Moto Kymco","350.000  FCFA","Gueule tapée","media/annonces/pics/de47b6a2a02a78dbcb9c2155a047425b.jpg"
"1716722237-172","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Honda Forza","https://www.dakarvente.com/annonce-14601-honda-forza.html","Honda Forza","450.000  FCFA","Ouakam","media/annonces/pics/9a8d029839e3d06305c97d31a89d7a00.jpg"
"1716722241-173","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Scooter à vendre","https://www.dakarvente.com/annonce-14852-scooter-vendre.html","Scooter à vendre","750.000  FCFA","Almadies","media/annonces/pics/800130d731aa37be30ce2e22da92e353.jpg"
"1716722246-174","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Moto Jakarta","https://www.dakarvente.com/annonce-15194-moto-jakarta.html","Moto Jakarta","320.000  FCFA","Ouest Foire","img/nophoto.png"
"1716722254-175","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Vente d’une moto Majesty 400 neuve","https://www.dakarvente.com/annonce-15268-vente-dune-moto-majesty-400-neuve.html","Vente d’une  moto  Majesty 400 neuve","900.000  FCFA","Almadies","media/annonces/pics/4f0edc3ac1e65dd1b4119175dbc149ce.jpg"
"1716722262-176","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Honda sh300i","https://www.dakarvente.com/annonce-15272-honda-sh300i.html","Honda sh300i","1.000.000  FCFA","Liberté 6","media/annonces/pics/0c69d65108fab183dc7aeb18cd1d7162.jpeg"
"1716722267-177","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Burgman 150","https://www.dakarvente.com/annonce-15551-burgman-150.html","Burgman 150","450.000  FCFA","Rufisque","media/annonces/pics/8c536965491fccaf727652ef86b6f9b0.jpg"
"1716722275-178","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Burgman 400","https://www.dakarvente.com/annonce-15830-burgman-400.html","Burgman 400","850.000  FCFA","Rufisque","media/annonces/pics/f439b30868297653923b7962cba2811a.jpg"
"1716722291-179","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Burgman 400","https://www.dakarvente.com/annonce-16525-burgman-400.html","Burgman 400","850.000  FCFA","Rufisque","media/annonces/pics/0ffdcbbb88b5ca58239c0da7452355fa.jpg"
"1716722299-180","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Kymco people 200","https://www.dakarvente.com/annonce-16573-kymco-people-200.html","Kymco people 200","250.000  FCFA","Dakar","media/annonces/pics/2f926be0b4a8deac0bf07526d7839266.jpg"
"1716722306-181","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Vespa Lx 150","https://www.dakarvente.com/annonce-17004-vespa-lx-150.html","Vespa Lx 150","520.000  FCFA","Dakar","media/annonces/pics/e5a33e6316119ee9c57dacf5e00de283.jpg"
"1716722311-182","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Yamaha MT03","https://www.dakarvente.com/annonce-17116-yamaha-mt03.html","Yamaha MT03","1.400.000  FCFA","Pikine","img/nophoto.png"
"1716722317-183","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Moto Kawazaki","https://www.dakarvente.com/annonce-17503-moto-kawazaki.html","Moto Kawazaki","950.000  FCFA","Diamniadio","media/annonces/pics/b1b7bff1eb645a7939452b8dc2d6aeef.jpg"
"1716722323-184","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Moto Enduro Honda","https://www.dakarvente.com/annonce-17563-moto-enduro-honda.html","Moto Enduro Honda","1.200.000  FCFA","Liberté 6","media/annonces/pics/1a98e31f3bc554b499bfab9c48d0fb21.jpg"
"1716722332-185","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Moto Atlantique","https://www.dakarvente.com/annonce-17700-moto-atlantique.html","Moto Atlantique","600.000  FCFA","Mbao","media/annonces/pics/8d1681435eb681ccdd3a39014d7c67e3.jpeg"
"1716722336-186","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Recherche ma toute première moto","https://www.dakarvente.com/annonce-17971-recherche-ma-toute-premire-moto.html","Recherche ma toute première moto","250.000  FCFA","Mermoz","img/nophoto.png"
"1716722342-187","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Scooter","https://www.dakarvente.com/annonce-18031-scooter.html","Scooter","400.000  FCFA","Liberté 6","media/annonces/pics/b21168cd68938a84d8a42c46ad5cb129.jpg"
"1716722347-188","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Yamaha Majesty 400 cm3","https://www.dakarvente.com/annonce-18122-yamaha-majesty-400-cm3.html","Yamaha Majesty 400 cm3","600.000  FCFA","Dakar","media/annonces/pics/757c5d7fe3d41d4e6981ff4289ae4ff9.jpeg"
"1716722351-189","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Scooter x8","https://www.dakarvente.com/annonce-18295-scooter-x8.html","Scooter x8","650.000  FCFA","Grand Yoff","media/annonces/pics/d8cb64cacbe67da3ecf9947851df07e4.jpg"
"1716722359-190","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=7","Scooter Piaggio Typhoon","https://www.dakarvente.com/annonce-18300-scooter-piaggio-typhoon.html","Scooter Piaggio Typhoon","130.000  FCFA","Dakar","media/annonces/pics/a8d1b0eea9e72cae0bac9441e94aab97.jpeg"
